4.072486	-126.761768
0.276448	5.891163
8.552687	-1423.658712
5.192874	-289.049366
-7.666188	1196.519998
-8.442501	1590.951744
7.714683	-1030.455414
-1.533249	12.937633
7.331637	-877.617817
-8.859093	1834.380480
-3.834855	156.544154
-0.846800	5.053243
-4.973253	334.691745
6.938218	-736.971858
-2.945559	73.069326
-7.800190	1259.330585
4.828349	-226.953231
-8.957080	1895.023074
-0.110271	4.690780
2.251097	-9.163785
4.589570	-191.323529
4.528575	-182.832168
8.572830	-1434.157835
6.037587	-472.420762
1.371136	5.489043
-0.143818	4.607009
0.764193	7.052861
-6.678857	796.685791
4.783053	-219.896294
6.979931	-751.126753
-2.890454	69.233123
-0.007152	4.978621
-6.567187	758.063566
6.869817	-714.141063
4.067872	-126.258639
1.759159	1.309532
-5.757793	514.663439
0.250672	5.806892
6.347668	-554.932440
-5.330584	410.304058
-0.717979	4.544587
-6.472979	726.465922
4.226542	-144.278689
4.811289	-224.278691
8.813319	-1563.475352
7.016042	-763.523684
-2.629171	52.916898
5.737970	-400.696188
3.204971	-52.279723
-3.488898	118.962681
0.673877	6.937760
5.965074	-454.356304
0.819079	7.089792
-3.688444	139.791296
-4.459065	243.099535
1.304308	5.917466
6.147929	-500.794315
-2.872041	67.982716
8.672495	-1486.856989
-4.961185	332.315056
3.642927	-85.027257
-0.601870	4.282826
1.295318	5.969357
6.541818	-611.080577
8.625513	-1461.858421
8.500350	-1396.617436
3.215807	-52.980410
-1.872993	21.069816
4.033787	-122.580315
4.727142	-211.379961
-2.886265	68.947270
2.728408	-26.425574
-3.282045	99.695546
-6.423066	710.086072
8.808871	-1561.016380
8.268445	-1280.869792
-8.358518	1544.637768
-3.026444	78.960432
5.902808	-439.207707
-2.689540	56.419616
3.464183	-70.536944
-0.770986	4.724393
4.944231	-245.658606
7.479479	-934.701637
-5.381232	421.862385
-6.538520	748.353966
8.676380	-1488.936771
2.430622	-14.746077
-4.271480	214.392474
0.558812	6.708591
-4.000937	177.120933
-6.065041	599.734148
-3.289608	100.359858
-2.566172	49.426470
-3.882936	162.326362
-7.757676	1239.171627
-3.510381	121.097080
-1.377061	10.241547
0.554348	6.698116
0.682740	6.951800
-3.947793	170.350851
8.847187	-1582.282904
-3.595181	129.774674
1.655026	2.740501
2.451079	-15.448996
-8.251764	1487.071603
7.991119	-1150.981294
-1.329548	9.538498
7.941913	-1128.883284
8.061233	-1182.958496
-2.420329	41.971666
-3.004937	77.363439
-7.509185	1125.621193
-3.284834	99.940214
-0.102716	4.710387
4.771967	-218.190773
-6.430823	712.615156
6.355714	-557.189410
-6.920575	884.720927
3.636033	-84.438340
2.539347	-18.645596
-3.759792	147.796068
-8.793444	1794.481899
2.850909	-32.183946
-4.676950	279.537348
1.486973	4.557982
-4.052069	183.802637
6.817724	-697.067503
4.136442	-133.863315
-2.273323	35.303346
-8.103223	1409.372688
1.223235	6.338332
-6.859842	862.023166
8.851021	-1584.421107
7.383078	-897.211880
4.438836	-170.777500
4.408317	-166.795054
-8.021191	1367.644305
-7.486035	1115.409792
0.272043	5.876808
3.601429	-81.519215
-7.463579	1105.563805
-7.075132	944.269091
-3.531262	123.196367
3.307091	-59.096366
-5.233620	388.767539
