0	1.05154
0.01001	0.964997
0.02002	1.17689
0.03003	1.10745
0.04004	1.06767
0.0500501	1.00842
0.0600601	1.07084
0.0700701	0.939044
0.0800801	1.06724
0.0900901	1.21944
0.1001	1.18425
0.11011	1.2282
0.12012	1.19746
0.13013	1.26248
0.14014	1.26853
0.15015	1.24712
0.16016	1.24352
0.17017	1.36255
0.18018	1.3569
0.19019	1.39463
0.2002	1.38993
0.21021	1.53385
0.22022	1.63172
0.23023	1.40795
0.24024	1.59242
0.25025	1.29783
0.26026	1.41041
0.27027	1.61846
0.28028	1.59787
0.29029	1.6936
0.3003	1.48472
0.31031	1.58197
0.32032	1.5702
0.33033	1.71727
0.34034	1.64537
0.35035	1.56291
0.36036	1.72739
0.37037	1.69459
0.38038	1.88085
0.39039	1.76315
0.4004	1.78364
0.41041	1.89066
0.42042	1.9597
0.43043	1.77014
0.44044	2.14648
0.45045	1.97945
0.46046	2.0851
0.47047	1.96729
0.48048	1.96955
0.49049	2.02706
0.500501	2.07315
0.510511	1.87003
0.520521	1.98971
0.530531	1.97672
0.540541	2.05355
0.550551	2.09675
0.560561	2.04156
0.570571	1.98483
0.580581	2.22894
0.590591	2.27424
0.600601	2.21856
0.610611	2.29107
0.620621	2.26535
0.630631	2.32749
0.640641	2.39776
0.650651	2.28448
0.660661	2.24435
0.670671	2.31677
0.680681	2.48471
0.690691	2.5026
0.700701	2.4652
0.710711	2.26401
0.720721	2.54839
0.730731	2.25702
0.740741	2.5599
0.750751	2.40813
0.760761	2.55481
0.770771	2.48005
0.780781	2.53348
0.790791	2.44351
0.800801	2.69772
0.810811	2.61564
0.820821	2.69971
0.830831	2.84109
0.840841	2.57887
0.850851	2.73147
0.860861	2.74076
0.870871	2.59988
0.880881	2.82257
0.890891	2.79536
0.900901	2.83789
0.910911	2.89232
0.920921	2.9311
0.930931	2.71517
0.940941	2.78635
0.950951	2.89138
0.960961	2.78205
0.970971	2.90047
0.980981	3.03704
0.990991	2.94757
1.001	2.91584
1.01101	2.98926
1.02102	3.08814
1.03103	3.03624
1.04104	2.98017
1.05105	2.96716
1.06106	2.99718
1.07107	3.15484
1.08108	3.14683
1.09109	3.37669
1.1011	3.12047
1.11111	3.13152
1.12112	3.18526
1.13113	3.21395
1.14114	3.40866
1.15115	3.09314
1.16116	3.31958
1.17117	3.34079
1.18118	3.2569
1.19119	3.46417
1.2012	3.44814
1.21121	3.34659
1.22122	3.47693
1.23123	3.45602
1.24124	3.45834
1.25125	3.49449
1.26126	3.6291
1.27127	3.68589
1.28128	3.7106
1.29129	3.33271
1.3013	3.72578
1.31131	3.8385
1.32132	3.57372
1.33133	3.64123
1.34134	3.62078
1.35135	3.77549
1.36136	3.72053
1.37137	3.77836
1.38138	3.72382
1.39139	3.90459
1.4014	3.84063
1.41141	3.77854
1.42142	3.85094
1.43143	4.05625
1.44144	3.96863
1.45145	3.86126
1.46146	3.82778
1.47147	4.01476
1.48148	4.07262
1.49149	3.92937
1.5015	3.75603
1.51151	4.06582
1.52152	4.13569
1.53153	4.11126
1.54154	4.1508
1.55155	4.01934
1.56156	4.16276
1.57157	4.33038
1.58158	4.11092
1.59159	4.12062
1.6016	4.24098
1.61161	4.22453
1.62162	4.2934
1.63163	4.26955
1.64164	4.30135
1.65165	4.28861
1.66166	4.21684
1.67167	4.43982
1.68168	4.37394
1.69169	4.39425
1.7017	4.38073
1.71171	4.51549
1.72172	4.55371
1.73173	4.52877
1.74174	4.60035
1.75175	4.31852
1.76176	4.41413
1.77177	4.44501
1.78178	4.48325
1.79179	4.29564
1.8018	4.56527
1.81181	4.62314
1.82182	4.53239
1.83183	4.61741
1.84184	4.77953
1.85185	4.79043
1.86186	4.53507
1.87187	4.78556
1.88188	4.77846
1.89189	5.01112
1.9019	4.65397
1.91191	4.87778
1.92192	4.88518
1.93193	4.86272
1.94194	4.9711
1.95195	4.88981
1.96196	4.78957
1.97197	5.07398
1.98198	5.0034
1.99199	5.069
2.002	4.84692
2.01201	5.02355
2.02202	5.08372
2.03203	5.21205
2.04204	5.05977
2.05205	4.92578
2.06206	5.17478
2.07207	5.17687
2.08208	5.19832
2.09209	5.17142
2.1021	5.35886
2.11211	5.43611
2.12212	5.18455
2.13213	5.16931
2.14214	5.10938
2.15215	5.29318
2.16216	5.16215
2.17217	5.2102
2.18218	5.50332
2.19219	5.26961
2.2022	5.3017
2.21221	5.3389
2.22222	5.39951
2.23223	5.55275
2.24224	5.41167
2.25225	5.54637
2.26226	5.5713
2.27227	5.36436
2.28228	5.51352
2.29229	5.42944
2.3023	5.62414
2.31231	5.55133
2.32232	5.63187
2.33233	5.60907
2.34234	5.88472
2.35235	5.54865
2.36236	5.84486
2.37237	5.62473
2.38238	5.77886
2.39239	5.79977
2.4024	5.61677
2.41241	5.86027
2.42242	5.79375
2.43243	5.9615
2.44244	5.86976
2.45245	6.02594
2.46246	5.7958
2.47247	5.90749
2.48248	6.0072
2.49249	5.90843
2.5025	5.80595
2.51251	5.89423
2.52252	6.12905
2.53253	5.97931
2.54254	6.01734
2.55255	6.28323
2.56256	6.09081
2.57257	5.99026
2.58258	6.22295
2.59259	6.20357
2.6026	6.22789
2.61261	6.43869
2.62262	6.19895
2.63263	6.43081
2.64264	6.226
2.65265	6.31396
2.66266	6.29898
2.67267	6.27734
2.68268	6.30497
2.69269	6.35732
2.7027	6.51509
2.71271	6.3705
2.72272	6.3956
2.73273	6.67678
2.74274	6.53795
2.75275	6.47307
2.76276	6.53394
2.77277	6.86425
2.78278	6.72001
2.79279	6.68285
2.8028	6.69823
2.81281	6.66003
2.82282	6.7489
2.83283	6.72645
2.84284	6.70611
2.85285	6.60227
2.86286	6.77243
2.87287	6.79387
2.88288	6.81045
2.89289	6.89949
2.9029	6.86494
2.91291	6.71133
2.92292	6.77591
2.93293	6.77756
2.94294	6.87474
2.95295	6.86406
2.96296	7.03762
2.97297	6.79157
2.98298	7.12298
2.99299	6.87043
3.003	7.1342
3.01301	6.91353
3.02302	6.8744
3.03303	7.06322
3.04304	7.21873
3.05305	7.00181
3.06306	7.11825
3.07307	7.19101
3.08308	7.30512
3.09309	6.96451
3.1031	7.37501
3.11311	7.41327
3.12312	7.28453
3.13313	7.20474
3.14314	7.13354
3.15315	7.35552
3.16316	7.43343
3.17317	7.3644
3.18318	7.25525
3.19319	7.46283
3.2032	7.48547
3.21321	7.34016
3.22322	7.22103
3.23323	7.52975
3.24324	7.47883
3.25325	7.26085
3.26326	7.4967
3.27327	7.48758
3.28328	7.66497
3.29329	7.54546
3.3033	7.63337
3.31331	7.63698
3.32332	7.31024
3.33333	7.53244
3.34334	7.90101
3.35335	7.81906
3.36336	7.75166
3.37337	7.71249
3.38338	7.9343
3.39339	7.81924
3.4034	7.85641
3.41341	7.91573
3.42342	7.85287
3.43343	7.87242
3.44344	7.84854
3.45345	7.76296
3.46346	7.90356
3.47347	8.03557
3.48348	7.84935
3.49349	7.99142
3.5035	7.86083
3.51351	8.07158
3.52352	8.02832
3.53353	8.09606
3.54354	8.19403
3.55355	7.93278
3.56356	8.3132
3.57357	8.13076
3.58358	8.07922
3.59359	8.33501
3.6036	8.09001
3.61361	8.14806
3.62362	8.20503
3.63363	8.10862
3.64364	8.0958
3.65365	8.45168
3.66366	8.40416
3.67367	8.43254
3.68368	8.44068
3.69369	8.44286
3.7037	8.48356
3.71371	8.31701
3.72372	8.20153
3.73373	8.41254
3.74374	8.40308
3.75375	8.51325
3.76376	8.49889
3.77377	8.68343
3.78378	8.60649
3.79379	8.59215
3.8038	8.59722
3.81381	8.60089
3.82382	8.54102
3.83383	8.75203
3.84384	8.59098
3.85385	8.63753
3.86386	8.65756
3.87387	8.89142
3.88388	8.70771
3.89389	8.77346
3.9039	8.73406
3.91391	8.79701
3.92392	8.74376
3.93393	8.91414
3.94394	8.83205
3.95395	8.77266
3.96396	8.79414
3.97397	8.86812
3.98398	8.80196
3.99399	8.95565
4.004	8.85875
4.01401	9.2008
4.02402	9.00769
4.03403	9.00344
4.04404	8.91506
4.05405	9.27658
4.06406	9.23184
4.07407	9.16235
4.08408	9.05119
4.09409	9.15721
4.1041	9.36092
4.11411	9.21743
4.12412	9.39187
